0.656529 0.080037 0.750042
1.000000 0.000000 0.000000
0.951033 0.192296 -0.241987
0.863341 0.261141 -0.431796
0.562083 0.827080 -0.000702
0.556742 0.818617 -0.141085
0.127514 0.360969 0.923819
0.197328 0.721208 0.664019
0.197328 -0.720504 0.664783
0.460200 0.003066 0.887810
0.025263 -0.748333 0.662842
0.556742 -0.818766 -0.140217
0.562083 -0.827081 0.000175
0.863341 -0.261598 -0.431519
0.951034 -0.192552 -0.241783
0.656529 -0.079242 0.750127
-0.197328 0.721208 0.664019
-0.127514 0.360969 0.923819
-0.556742 0.818617 -0.141085
-0.562083 0.827080 -0.000702
-0.863341 0.261141 -0.431796
-0.951033 0.192296 -0.241987
-1.000000 0.000000 0.000000
-0.656529 0.080037 0.750042
-0.656529 -0.079242 0.750127
-0.951034 -0.192552 -0.241783
-0.863341 -0.261598 -0.431519
-0.562083 -0.827081 0.000175
-0.556742 -0.818766 -0.140217
-0.025263 -0.748333 0.662842
-0.460200 0.003066 0.887810
-0.197328 -0.720504 0.664783
