0 0 0 1024 0.041750 3.356344 1.828998 0.000002 0.000021 49.839622
0 0 1 1024 0.109967 4.153035 1.883659 0.000002 0.000017 18.750043
0 1 1 838 -0.207362 0.514121 2.011177 0.000005 0.000146 20.057562
4 1 0 1024 0.131400 2.764364 2.038156 0.000003 0.000066 21.627449
4 1 1 1024 -0.201195 2.843648 1.844738 0.000003 0.000079 20.542771
6 0 0 1024 0.023004 4.443075 1.777077 0.000001 0.000026 47.120957
6 0 1 1024 0.113830 5.225403 1.653571 0.000001 0.000022 20.887187
6 1 0 1024 0.146652 2.742981 2.012739 0.000001 0.000012 21.375524
6 1 1 1024 -0.211721 2.358521 1.862361 0.000001 0.000015 20.053232
7 1 0 1024 0.140333 3.198140 1.997439 0.000001 0.000018 18.166517
7 1 1 1024 -0.208156 2.908244 1.892947 0.000001 0.000013 17.755360
8 0 0 1024 0.036998 5.118429 1.829670 0.000001 0.000012 39.822422
8 0 1 1024 0.126802 6.585714 1.734635 0.000002 0.000021 20.020662
9 0 0 1024 0.035700 4.496134 1.846496 0.000001 0.000012 45.663926
9 0 1 1024 0.115987 5.774577 1.682445 0.000002 0.000027 19.873340
10 0 0 1024 0.032992 4.960815 1.840030 0.000002 0.000034 49.867023
10 0 1 1024 0.134889 6.200765 1.801494 0.000004 0.000056 19.108826
15 0 0 1024 0.046206 3.663981 1.957251 0.000001 0.000022 51.132112
15 0 1 1024 0.119199 4.899963 1.761027 0.000002 0.000060 24.645105
16 1 0 1024 0.167758 2.818949 2.055596 0.000001 0.000010 19.765362
16 1 1 1024 -0.210253 2.650065 1.684485 0.000001 0.000010 20.046716
17 0 0 1024 0.008123 4.042155 1.907654 0.000001 0.000016 44.942365
17 0 1 1024 0.119126 5.346334 1.616305 0.000002 0.000038 23.873406
17 1 0 1024 0.160551 2.538859 2.078290 0.000001 0.000011 18.503004
17 1 1 1024 -0.212818 1.963074 1.653989 0.000001 0.000010 20.818517
18 1 0 1024 0.169252 1.834696 2.095149 0.000003 0.000073 20.457114
18 1 1 1024 -0.202781 1.857198 1.804126 0.000003 0.000083 25.433970
19 1 0 1024 0.177362 2.038411 2.536636 0.000008 0.000194 22.828018
19 1 1 1024 -0.204779 2.259420 2.005833 0.000009 0.000221 27.081790
23 0 0 1025 -0.010332 3.968150 1.862948 0.000004 0.000068 45.777934
23 0 1 1023 0.128696 6.093495 1.773672 0.000004 0.004550 19300251.477888
24 0 0 993 -0.006030 4.369734 1.921640 0.000005 0.000129 48.222013
24 0 1 992 0.138082 6.460706 1.786190 0.000005 0.000155 22.781613
27 0 1 1024 0.147109 2.936829 2.604852 0.000022 0.000474 28.721504
29 0 0 1024 0.016187 5.032145 1.921979 0.000003 0.000047 47.194243
29 0 1 1024 0.140979 6.596395 1.815706 0.000005 0.000090 24.794637
30 0 0 1024 0.000282 4.738342 1.756708 0.000001 0.000040 47.044401
30 0 1 1024 0.128872 6.677734 1.748380 0.000002 0.000039 19.083389
31 0 0 1024 0.007667 5.235433 1.898046 0.000001 0.000019 47.785930
31 0 1 1024 0.137390 6.697835 1.762878 0.000002 0.000024 20.161993
32 0 0 1019 -0.221131 4.109073 1.687081 0.000001 0.000008 39.847161
32 0 1 1022 0.145009 4.683627 1.672801 0.000001 0.000004 18.169256
33 0 0 1020 -0.217002 4.494730 1.552900 0.000001 0.000006 38.840936
33 0 1 1021 0.150320 4.659607 1.476978 0.000001 0.000006 20.903208
34 0 0 1019 -0.220660 4.394218 1.499063 0.000001 0.000007 36.572525
34 0 1 1020 0.155998 4.846773 1.572007 0.000001 0.000008 20.786276
35 0 0 1020 -0.207471 4.282680 1.416071 0.000000 0.000006 37.591605
35 0 1 1020 0.158539 3.864747 1.512890 0.000001 0.000005 19.809991
36 0 0 1020 -0.213648 1.838133 1.606175 0.000001 0.000014 42.311387
36 0 1 1020 0.151255 1.933946 1.611633 0.000001 0.000010 20.868507
36 1 0 1017 0.357442 1.409087 2.339893 0.000001 0.000009 25.252360
37 0 0 1019 -0.199851 4.357601 1.549965 0.000001 0.000006 41.234504
37 0 1 1022 0.139227 4.483753 1.584095 0.000001 0.000008 19.873120
38 0 0 1019 -0.200025 2.547739 1.691084 0.000001 0.000006 40.679205
38 0 1 1020 0.153593 3.013930 1.747689 0.000001 0.000006 18.072496
39 0 1 1022 0.147554 2.405292 1.636333 0.000001 0.000009 16.334833
40 0 1 1022 0.134857 1.219056 1.504621 0.000004 0.000039 18.954468
40 1 0 1020 0.341554 2.105331 2.496244 0.000000 0.000007 25.552542
40 1 1 1020 -0.141616 2.311785 2.012586 0.000001 0.000007 22.408698
41 1 0 1020 0.344930 2.430515 2.448566 0.000000 0.000003 27.764761
41 1 1 1021 -0.149021 2.758386 1.892542 0.000000 0.000006 25.399428
42 0 0 1020 -0.205661 1.525102 1.704018 0.000002 0.000045 38.874329
42 0 1 1022 0.131522 1.181813 1.789474 0.000003 0.000023 19.790870
42 1 0 1018 0.349915 3.181974 2.424394 0.000000 0.000005 27.068381
42 1 1 1021 -0.147299 2.959639 1.892314 0.000000 0.000004 23.454554
54 1 0 1019 0.346022 2.557082 2.295552 0.000000 0.000006 25.170448
54 1 1 1020 -0.141488 2.866462 2.025173 0.000001 0.000006 25.737504
55 1 0 1018 0.350800 1.716110 2.326650 0.000001 0.000013 26.234609
55 1 1 1021 -0.145191 0.853330 1.730182 0.000001 0.000021 26.866658
